scenario,plant_id,controller,mean_cost,peak_error,tail_rms_error,tail_growth_ratio,max_abs_u,mean_step_ms,median_step_ms,p95_step_ms,max_step_ms,utilization_pct,benchmark_samples,late_escalation,failure,failure_reason,failure_detail,rank_mean_cost,rank_peak_error,rank_tail_rms_error,rank_tail_growth_ratio,rank_max_abs_u,rank_failure,composite_rank
hidden_pole,stable__rhp_zero,16_16_16 (compact6),0.4836372600439365,2.6284940195807707,0.04066962142181858,0.9315176427958864,1.3936575118778867,0.00740580198019802,0.0076557326732673275,0.008427368811881187,0.008547851485148514,0.008427368811881187,12,False,False,,,8.0,3.0,9.0,6.0,4.0,5.5,5.916666666666667
hidden_pole,stable__rhp_zero,32_32_32 (rich11),0.4792697389515525,2.6786834687300143,0.00339048993943009,0.94713273231852,1.4533231642557174,0.00876048597359736,0.00848370792079208,0.010006311881188118,0.011461633663366336,0.010006311881188118,12,False,False,,,2.0,9.0,3.0,10.0,9.0,5.5,6.416666666666667
hidden_pole,stable__rhp_zero,32_32_32 (compact6),0.4834259484172287,2.624516310365949,0.00809234123193403,0.920889083143103,1.4465617487094087,0.008546307755775579,0.008369227722772278,0.009452764356435642,0.009795376237623762,0.009452764356435642,12,False,False,,,7.0,2.0,5.0,5.0,7.0,5.5,5.25
nominal,integrator__no_zero,MPC,0.21249541882283982,2.0,3.504924117121972e-07,0.20170594203971415,2.432378545681699,0.020182103135313535,0.020167698019801977,0.020862295544554457,0.020875,0.020862295544554453,12,False,False,,,1.0,5.5,1.0,1.0,10.0,5.5,4.0
nominal,integrator__no_zero,RL (PID-features),0.24866873852550306,2.0,0.08561367961680416,0.810393425891893,2.351290083253116,0.0016696930693069307,0.0016749158415841584,0.0017804252475247522,0.0018337425742574257,0.0017804252475247522,12,False,False,,,10.0,5.5,10.0,9.0,9.0,5.5,8.166666666666666
nominal,integrator__no_zero,16_16 (rich11),0.21829186355560634,2.0,0.005290711215807377,0.7616979378391262,2.080850751938615,0.005963661716171617,0.0063700495049504955,0.006565655940594059,0.006626237623762377,0.006565655940594059,12,False,False,,,7.0,5.5,8.0,6.0,3.0,5.5,5.833333333333333
nominal,integrator__no_zero,16_16 (compact6),0.22182784707308945,2.0,0.003206621002063265,0.809687252662661,1.9476508918663973,0.0049063886138613864,0.004789811881188119,0.0054236628712871285,0.005811881188118812,0.0054236628712871285,12,False,False,,,9.0,5.5,3.0,8.0,1.0,5.5,5.333333333333333
nominal,integrator__no_zero,32_32 (rich11),0.2161588988861608,2.0,0.004069286522194649,0.6979510022815193,2.134664541971907,0.006991643564356435,0.006961633663366337,0.007606451485148514,0.007858079207920792,0.007606451485148514,12,False,False,,,5.0,5.5,5.0,4.0,4.0,5.5,4.833333333333333
nominal,integrator__no_zero,32_32 (compact6),0.216436014042969,2.0,0.015794026982794213,0.8333443191812323,2.1618512764332714,0.006819272277227724,0.006686465346534653,0.007529862871287128,0.007841168316831683,0.007529862871287128,12,False,False,,,6.0,5.5,9.0,10.0,6.0,5.5,7.0
nominal,integrator__no_zero,16_16_16 (rich11),0.2155653241659668,2.0,0.004264526277807416,0.748881116141153,2.153331691313622,0.006600556105610562,0.006020628712871287,0.007925407425742574,0.007929039603960396,0.007925407425742574,12,False,False,,,3.0,5.5,6.0,5.0,5.0,5.5,5.0
nominal,integrator__no_zero,16_16_16 (compact6),0.21965970297025472,2.0,0.00017860451712476788,0.538779098249556,1.9693089808467008,0.006863002475247525,0.007098391089108911,0.007670419306930693,0.007719881188118812,0.007670419306930692,12,False,False,,,8.0,5.5,2.0,2.0,2.0,5.5,4.166666666666667
nominal,integrator__no_zero,32_32_32 (rich11),0.2142070699003825,2.0,0.004005701739711038,0.7667206298879308,2.227192995519838,0.008368537128712869,0.008360356435643566,0.008767099504950495,0.008994227722772277,0.008767099504950495,12,False,False,,,2.0,5.5,4.0,7.0,8.0,5.5,5.333333333333333
nominal,integrator__no_zero,32_32_32 (compact6),0.21565150742972516,2.0,0.005199417970319204,0.6303483159215627,2.1669050196610007,0.008495737623762377,0.008373554455445544,0.00911068514851485,0.009594881188118812,0.00911068514851485,12,False,False,,,4.0,5.5,7.0,3.0,7.0,5.5,5.333333333333333
disturbed,integrator__no_zero,MPC,0.21590730278054013,2.0,0.05296106337104347,1.0725129856056117,2.456428692491898,0.01979905693069307,0.019571985148514853,0.02058807574257426,0.02105321782178218,0.02058807574257426,12,False,False,,,1.0,5.5,8.0,10.0,10.0,5.5,6.666666666666667
disturbed,integrator__no_zero,RL (PID-features),0.24540045145087597,2.0,0.030693019814908806,0.6864172781653248,2.345995150777271,0.002109221122112212,0.002143356435643564,0.0022167336633663365,0.0022219504950495047,0.0022167336633663365,12,False,False,,,10.0,5.5,3.0,2.0,9.0,5.5,5.833333333333333
disturbed,integrator__no_zero,16_16 (rich11),0.22122370197973346,2.0,0.04300267482446131,0.8637914065405194,2.1008600008031593,0.005778188943894389,0.00602000495049505,0.006444140099009901,0.00655940594059406,0.006444140099009901,12,False,False,,,7.0,5.5,6.0,7.0,3.0,5.5,5.666666666666667
disturbed,integrator__no_zero,16_16 (compact6),0.22589360208461653,2.0,0.0717089388314392,0.9361701444249917,1.9593492493478053,0.006339967821782178,0.006262792079207921,0.007088507425742573,0.007818891089108911,0.007088507425742573,12,False,False,,,9.0,5.5,10.0,9.0,1.0,5.5,6.666666666666667
disturbed,integrator__no_zero,32_32 (rich11),0.2197758499390681,2.0,0.03361285308019368,0.7842890291183926,2.150074916898956,0.006907970297029703,0.00686509900990099,0.0071587237623762364,0.007384485148514851,0.0071587237623762364,12,False,False,,,5.0,5.5,4.0,4.0,4.0,5.5,4.666666666666667
disturbed,integrator__no_zero,32_32 (compact6),0.22067603373379488,2.0,0.057525116351334615,0.888064083414634,2.174351097348515,0.0069152904290429055,0.006759282178217822,0.007659198514851485,0.007900158415841584,0.007659198514851485,12,False,False,,,6.0,5.5,9.0,8.0,6.0,5.5,6.666666666666667
disturbed,integrator__no_zero,16_16_16 (rich11),0.21905382936731405,2.0,0.04158719740012054,0.8383390128923093,2.165521815033816,0.007924021452145217,0.008044554455445545,0.00848609405940594,0.008511960396039603,0.00848609405940594,12,False,False,,,3.0,5.5,5.0,5.0,5.0,5.5,4.833333333333333
disturbed,integrator__no_zero,16_16_16 (compact6),0.2222568130134027,2.0,0.022951227600250288,0.5741941250328841,1.9783233088439487,0.007485150165016501,0.00743750495049505,0.007979166336633663,0.008303633663366335,0.007979166336633663,12,False,False,,,8.0,5.5,1.0,1.0,2.0,5.5,3.8333333333333335
disturbed,integrator__no_zero,32_32_32 (rich11),0.2181049825283592,2.0,0.04806181749015132,0.8453057398277246,2.2366685754896793,0.00861104207920792,0.00853940099009901,0.008905464356435643,0.008949257425742575,0.008905464356435643,12,False,False,,,2.0,5.5,7.0,6.0,8.0,5.5,5.666666666666667
disturbed,integrator__no_zero,32_32_32 (compact6),0.21924954363072827,2.0,0.030353055249427982,0.7315389245897412,2.1824720947019034,0.008482879537953793,0.008438529702970297,0.008831189603960395,0.00902269306930693,0.008831189603960395,12,False,False,,,4.0,5.5,2.0,3.0,7.0,5.5,4.5
hidden_pole,integrator__no_zero,MPC,0.251385657200635,2.0,2.0219185369508196e-05,0.23270658965948618,2.6348690035898823,0.019863276402640264,0.019548059405940593,0.021203157425742573,0.02120338613861386,0.021203157425742573,12,False,False,,,2.0,5.5,1.0,1.0,10.0,5.5,4.166666666666667
hidden_pole,integrator__no_zero,RL (PID-features),0.27769330862397457,2.0,0.0831196642300955,0.8102529599406213,2.41086509675595,0.002266261551155115,0.002268772277227723,0.002315329207920792,0.0023296237623762375,0.002315329207920792,12,False,False,,,10.0,5.5,10.0,8.0,9.0,5.5,8.0
hidden_pole,integrator__no_zero,16_16 (rich11),0.25193482202904505,2.0,0.0029689093687521833,0.7619508891492294,2.1570909251036343,0.005962458745874587,0.006134074257425742,0.006706083168316832,0.0067376237623762375,0.006706083168316832,12,False,False,,,4.0,5.5,3.0,6.0,3.0,5.5,4.5
hidden_pole,integrator__no_zero,16_16 (compact6),0.25418924113879265,2.0,0.004669999391123546,0.8207597011134588,2.00681715876404,0.00626811798679868,0.006304044554455446,0.006461053960396039,0.006499178217821782,0.006461053960396039,12,False,False,,,7.0,5.5,4.0,9.0,1.0,5.5,5.333333333333333
hidden_pole,integrator__no_zero,32_32 (rich11),0.2522123730812863,2.0,0.004894974578774351,0.7003540674189359,2.1969920296752337,0.007010313531353136,0.006858089108910891,0.007740942574257425,0.007906356435643564,0.007740942574257425,12,False,False,,,5.0,5.5,5.0,4.0,4.0,5.5,4.833333333333333
hidden_pole,integrator__no_zero,32_32 (compact6),0.2523154711977608,2.0,0.015628534059571434,0.8337803110692866,2.227845825940041,0.0068326806930693075,0.006768767326732673,0.007212338613861386,0.007631188118811881,0.007212338613861386,12,False,False,,,6.0,5.5,9.0,10.0,6.0,5.5,7.0
hidden_pole,integrator__no_zero,16_16_16 (rich11),0.25154671119824756,2.0,0.00589026266157388,0.7500864492363908,2.2034283616106762,0.007955308580858085,0.007935024752475248,0.008518155445544554,0.008976485148514853,0.008518155445544554,12,False,False,,,3.0,5.5,6.0,5.0,5.0,5.5,5.0
hidden_pole,integrator__no_zero,16_16_16 (compact6),0.2551790231338056,2.0,0.0015472851290330015,0.23804017572561473,2.009973313263255,0.0074518349834983505,0.007403465346534653,0.008269305445544554,0.008565178217821781,0.008269305445544554,12,False,False,,,8.0,5.5,2.0,2.0,2.0,5.5,4.166666666666667
hidden_pole,integrator__no_zero,32_32_32 (rich11),0.2509867200338871,2.0,0.006889742509506192,0.7690951211677571,2.280881474932405,0.00872796204620462,0.008499787128712872,0.009549854950495049,0.00972979207920792,0.009549854950495049,12,False,False,,,1.0,5.5,8.0,7.0,8.0,5.5,5.833333333333333
hidden_pole,integrator__no_zero,32_32_32 (compact6),0.2553366672397042,2.0,0.006202520971114909,0.6358875723823102,2.238261888607961,0.008502921617161716,0.008404084158415842,0.009006452970297028,0.009169138613861386,0.009006452970297028,12,False,False,,,9.0,5.5,7.0,3.0,7.0,5.5,6.166666666666667
nominal,integrator__lhp_zero,MPC,0.06963380354844916,2.0,2.2114335752323907e-08,0.1265243287911003,1.1716906990346094,0.020260793729372936,0.020045995049504953,0.021370233663366336,0.02182879207920792,0.021370233663366336,12,False,False,,,1.0,5.5,1.0,2.0,8.0,5.5,3.8333333333333335
nominal,integrator__lhp_zero,RL (PID-features),0.07936678730758122,2.0,3.619565907402803e-06,0.3025181603744795,1.2528659032257452,0.0023106419141914196,0.0022889801980198023,0.002446268316831683,0.0024542079207920792,0.002446268316831683,12,False,False,,,10.0,5.5,2.0,3.0,10.0,5.5,6.0
nominal,integrator__lhp_zero,16_16 (rich11),0.07093987113644631,2.0,0.001294678814766772,0.5831280285191619,1.1159197810259862,0.005888750000000001,0.006293519801980198,0.006576892574257426,0.0065886930693069305,0.0065768925742574254,12,False,False,,,2.0,5.5,8.0,5.0,6.0,5.5,5.333333333333333
nominal,integrator__lhp_zero,16_16 (compact6),0.07314018001192943,2.0,0.014513376973705595,0.8443740786237529,1.0656979329884577,0.00632494389438944,0.006290222772277228,0.006547444059405941,0.006660891089108911,0.006547444059405941,12,False,False,,,9.0,5.5,10.0,10.0,1.0,5.5,6.833333333333333
nominal,integrator__lhp_zero,32_32 (rich11),0.07119276181604435,2.0,0.00010706088739375609,0.7437150563759739,1.1928042481915735,0.0074125412541254125,0.0073224009900990095,0.007974690594059405,0.008232673267326733,0.007974690594059405,12,False,False,,,3.0,5.5,4.0,9.0,9.0,5.5,6.0
nominal,integrator__lhp_zero,32_32 (compact6),0.07168038448869875,2.0,0.0005935543072041116,0.7281384343161377,1.084914148559663,0.0071510924092409245,0.007061054455445545,0.007549133663366336,0.00782549504950495,0.007549133663366336,12,False,False,,,6.0,5.5,6.0,8.0,3.0,5.5,5.666666666666667
nominal,integrator__lhp_zero,16_16_16 (rich11),0.07120134055704472,2.0,0.003034496883818382,0.6719387778807275,1.1342158701273206,0.007919759900990099,0.00782240099009901,0.008501608910891089,0.008524752475247525,0.008501608910891089,12,False,False,,,4.0,5.5,9.0,7.0,7.0,5.5,6.333333333333333
nominal,integrator__lhp_zero,16_16_16 (compact6),0.07269372373338324,2.0,3.944420614978684e-05,0.07822754672139894,1.1151582675931055,0.007352688943894389,0.007593445544554455,0.007818913861386138,0.00786179207920792,0.007818913861386138,12,False,False,,,8.0,5.5,3.0,1.0,5.0,5.5,4.666666666666667
nominal,integrator__lhp_zero,32_32_32 (rich11),0.07141768504046575,2.0,0.00042784555988137417,0.6065430505897348,1.0793817826434529,0.00888132508250825,0.00883890099009901,0.00906520396039604,0.00918069306930693,0.00906520396039604,12,False,False,,,5.0,5.5,5.0,6.0,2.0,5.5,4.833333333333333
nominal,integrator__lhp_zero,32_32_32 (compact6),0.07210291747694238,2.0,0.000621741237329398,0.410942240053066,1.1040568848233276,0.008924161716171617,0.008823643564356436,0.009382981188118813,0.009864683168316832,0.009382981188118813,12,False,False,,,7.0,5.5,7.0,4.0,4.0,5.5,5.5
disturbed,integrator__lhp_zero,MPC,0.07496147912696986,2.0,0.04585780785060356,0.7603735253610076,1.1901780682009937,0.020346361386138618,0.020211425742574257,0.021642574257425738,0.02256559405940594,0.021642574257425738,12,False,False,,,1.0,5.5,8.0,2.0,8.0,5.5,5.0
disturbed,integrator__lhp_zero,RL (PID-features),0.08422724659728188,2.0,0.032791777385212315,0.6643813974873465,1.2768570053637363,0.002195990099009901,0.00219760396039604,0.0023080014851485147,0.00235519801980198,0.0023080014851485147,12,False,False,,,10.0,5.5,2.0,1.0,10.0,5.5,5.666666666666667
disturbed,integrator__lhp_zero,16_16 (rich11),0.07756912696944725,2.0,0.036471423710718966,0.7622160711054042,1.1449168014604054,0.007268254125412541,0.00608230198019802,0.012731975247524747,0.01763160396039604,0.012731975247524747,12,False,False,,,6.0,5.5,6.0,3.0,6.0,5.5,5.333333333333333
disturbed,integrator__lhp_zero,16_16 (compact6),0.08081183223802456,2.0,0.04586623413742536,0.8221121439309926,1.0884777707961122,0.006073500000000002,0.006212044554455445,0.006566314851485149,0.006569712871287129,0.006566314851485149,12,False,False,,,9.0,5.5,9.0,8.0,1.0,5.5,6.333333333333333
disturbed,integrator__lhp_zero,32_32 (rich11),0.0769604531450891,2.0,0.04015648762604948,0.9955630880642276,1.2128293971296773,0.007225042904290429,0.007094683168316832,0.008052555940594059,0.008418316831683169,0.008052555940594059,12,False,False,,,5.0,5.5,7.0,10.0,9.0,5.5,7.0
disturbed,integrator__lhp_zero,32_32 (compact6),0.07682283121615777,2.0,0.03415635838819619,0.7664352435792496,1.1241330892031007,0.006724697194719472,0.0066866732673267325,0.007152315346534653,0.0076006633663366335,0.007152315346534652,12,False,False,,,4.0,5.5,3.0,4.0,3.0,5.5,4.166666666666667
disturbed,integrator__lhp_zero,16_16_16 (rich11),0.07658953694867289,2.0,0.03482828521474708,0.7912929370600148,1.1516313724726626,0.0074970445544554455,0.007592821782178218,0.007965592574257425,0.008089930693069307,0.007965592574257425,12,False,False,,,3.0,5.5,4.0,5.0,7.0,5.5,5.0
disturbed,integrator__lhp_zero,16_16_16 (compact6),0.07903512127466787,2.0,0.03161429552424724,0.8609193208406438,1.1378044514999823,0.006713525577557756,0.006237831683168316,0.007815126237623763,0.007836227722772277,0.007815126237623763,12,False,False,,,8.0,5.5,1.0,9.0,5.0,5.5,5.666666666666667
disturbed,integrator__lhp_zero,32_32_32 (rich11),0.07643754835366881,2.0,0.03491402674573238,0.8158279419029402,1.1019931409751307,0.008515781353135314,0.00837458910891089,0.009126421782178217,0.00969389108910891,0.009126421782178217,12,False,False,,,2.0,5.5,5.0,7.0,2.0,5.5,4.5
disturbed,integrator__lhp_zero,32_32_32 (compact6),0.07793056507269809,2.0,0.05802512498814683,0.7987653651426512,1.1313678955598276,0.008572021452145214,0.008508663366336634,0.008883227227722772,0.008931099009900991,0.008883227227722772,12,False,False,,,7.0,5.5,10.0,6.0,4.0,5.5,6.333333333333333
hidden_pole,integrator__lhp_zero,MPC,0.0890534713381402,2.0,8.375078406968175e-09,0.09825126562234666,1.458639868132443,0.019950429042904293,0.01990841584158416,0.02050472722772277,0.020518564356435644,0.02050472722772277,12,False,False,,,4.0,5.5,1.0,2.0,9.0,5.5,4.5
hidden_pole,integrator__lhp_zero,RL (PID-features),0.10292098887997271,2.0,3.0953784572079743e-06,0.13602223158484777,1.492374143514437,0.002240545379537954,0.002242569306930693,0.002275107920792079,0.002278059405940594,0.002275107920792079,12,False,False,,,10.0,5.5,2.0,3.0,10.0,5.5,6.0
hidden_pole,integrator__lhp_zero,16_16 (rich11),0.08766600600421207,2.0,0.0013698981355814335,0.5856111019290509,1.3168416641073242,0.004873898514851485,0.004916252475247525,0.005054431188118812,0.005084158415841584,0.005054431188118812,12,False,False,,,1.0,5.5,6.0,5.0,7.0,5.5,5.0
hidden_pole,integrator__lhp_zero,16_16 (compact6),0.08936813269265248,2.0,0.013153183400168906,0.8470667306281643,1.20133203252864,0.005953590759075908,0.00620730198019802,0.0063584,0.006370881188118812,0.006358399999999999,12,False,False,,,7.0,5.5,10.0,10.0,2.0,5.5,6.666666666666667
hidden_pole,integrator__lhp_zero,32_32 (rich11),0.08792765505214711,2.0,0.001671673375737137,0.7477863494647272,1.283161580445508,0.007072712046204621,0.007008871287128713,0.007466441584158416,0.007728960396039605,0.007466441584158417,12,False,False,,,2.0,5.5,8.0,9.0,6.0,5.5,6.0
hidden_pole,integrator__lhp_zero,32_32 (compact6),0.08799098019612431,2.0,0.001542599000280228,0.7278982506808614,1.2609245188258507,0.00674126897689769,0.006772688118811881,0.007203547524752475,0.007496702970297029,0.007203547524752475,12,False,False,,,3.0,5.5,7.0,8.0,5.0,5.5,5.666666666666667
hidden_pole,integrator__lhp_zero,16_16_16 (rich11),0.0907081210027126,2.0,0.001740028273418874,0.6728687965190481,1.3222149394867477,0.006875825907590759,0.007197816831683168,0.007558725247524753,0.007573019801980199,0.007558725247524754,12,False,False,,,8.0,5.5,9.0,7.0,8.0,5.5,7.166666666666667
hidden_pole,integrator__lhp_zero,16_16_16 (compact6),0.0890608753297342,2.0,1.8743707471412267e-05,0.06970761220691327,1.2351050479625607,0.00617883498349835,0.006005980198019802,0.007236568811881188,0.007536297029702971,0.007236568811881188,12,False,False,,,5.0,5.5,3.0,1.0,3.0,5.5,3.8333333333333335
hidden_pole,integrator__lhp_zero,32_32_32 (rich11),0.0909471897952981,2.0,0.0013155823940337868,0.6024369828183322,1.1957614754688797,0.008437913366336633,0.008357059405940594,0.008820561881188118,0.00891790099009901,0.008820561881188118,12,False,False,,,9.0,5.5,5.0,6.0,1.0,5.5,5.333333333333333
hidden_pole,integrator__lhp_zero,32_32_32 (compact6),0.08910814318305615,2.0,0.000373902400897209,0.43382963855700896,1.2448938875373183,0.008564423267326733,0.008435638613861386,0.008945337623762376,0.009124594059405942,0.008945337623762376,12,False,False,,,6.0,5.5,4.0,4.0,4.0,5.5,4.833333333333333
nominal,integrator__rhp_zero,MPC,0.4334580087945704,2.824942903781289,3.1540110097740884e-08,0.07023722157433956,1.2912334684570557,0.01975044801980198,0.01986138613861386,0.020501073762376237,0.020593653465346536,0.02050107376237624,12,False,False,,,1.0,9.0,1.0,1.0,9.0,5.5,4.416666666666667
nominal,integrator__rhp_zero,RL (PID-features),0.46191701189199585,2.9489995960696924,0.1059335948395961,0.8639683146744719,1.4764210033832312,0.0017682904290429043,0.001693480198019802,0.0021638599009900987,0.0025305247524752476,0.0021638599009900987,12,False,False,,,9.0,10.0,9.0,2.0,10.0,5.5,7.583333333333333
nominal,integrator__rhp_zero,16_16 (rich11),0.4475282910210667,2.5551703724210713,0.056229870877945384,0.9479293544026991,1.0297482662027215,0.005954688118811881,0.006249386138613861,0.006694429207920792,0.006724831683168317,0.006694429207920791,12,False,False,,,5.0,5.0,6.0,6.0,5.0,5.5,5.416666666666667
nominal,integrator__rhp_zero,16_16 (compact6),0.4594056083645609,2.4955292692955684,0.09845899289399436,1.0009493281626138,0.9471749215963816,0.004831683168316832,0.004873762376237624,0.005353547524752476,0.005398930693069307,0.005353547524752475,12,False,False,,,8.0,2.0,7.0,8.0,2.0,5.5,5.416666666666667
nominal,integrator__rhp_zero,32_32 (rich11),0.44266096504723207,2.6244388090989506,0.011706781753497144,0.9573089758018171,1.030907296478554,0.006728168316831682,0.006696777227722772,0.006879186633663366,0.007003306930693069,0.006879186633663366,12,False,False,,,4.0,6.0,3.0,7.0,6.0,5.5,5.25
nominal,integrator__rhp_zero,32_32 (compact6),0.4390948107517576,2.6640056169117114,0.01966056880124896,1.0239689489399377,1.1084601299413603,0.006863792079207921,0.006794554455445545,0.007329268316831683,0.007612207920792079,0.007329268316831683,12,False,False,,,2.0,8.0,4.0,9.0,8.0,5.5,6.083333333333333
nominal,integrator__rhp_zero,16_16_16 (rich11),0.4518139750025303,2.5202679322827666,0.002168155846807632,0.8963533679215706,0.9546252363036097,0.006364203795379539,0.00604310396039604,0.00790150792079208,0.007938940594059406,0.00790150792079208,12,False,False,,,6.0,3.0,2.0,3.0,3.0,5.5,3.75
nominal,integrator__rhp_zero,16_16_16 (compact6),0.4734738640126581,2.4732802018744855,0.1077960390129369,1.0728447628495577,0.8646851756981758,0.006917386963696369,0.007008866336633663,0.00796476386138614,0.007998346534653466,0.00796476386138614,12,False,False,,,10.0,1.0,10.0,10.0,1.0,5.5,6.25
nominal,integrator__rhp_zero,32_32_32 (rich11),0.4421713449187099,2.630935917743736,0.02828569175086847,0.8974021644112953,1.008552102120896,0.008755191419141915,0.008680277227722771,0.009247586633663365,0.009253712871287128,0.009247586633663365,12,False,False,,,3.0,7.0,5.0,4.0,4.0,5.5,4.75
nominal,integrator__rhp_zero,32_32_32 (compact6),0.45394697223828867,2.554248314497523,0.10264145487046027,0.8978120556973241,1.0456031613779524,0.008668765676567656,0.008551980198019803,0.009278325742574258,0.009286722772277227,0.009278325742574258,12,False,False,,,7.0,4.0,8.0,5.0,7.0,5.5,6.083333333333333
disturbed,integrator__rhp_zero,MPC,0.45171531376990703,2.82231389071777,0.2064949257928986,0.998786209319825,1.2823989648490304,0.02037874504950495,0.02004620297029703,0.021915609900990098,0.021924910891089108,0.021915609900990098,12,False,False,,,1.0,9.0,4.0,6.0,9.0,5.0,5.666666666666667
disturbed,integrator__rhp_zero,RL (PID-features),0.4906733234144021,2.945593300054094,0.2654787684778624,0.8616958599819532,1.4641312156996034,0.00231686798679868,0.002316009900990099,0.002479109900990099,0.0025115544554455446,0.002479109900990099,12,False,False,,,8.0,10.0,6.0,1.0,10.0,5.0,6.666666666666667
disturbed,integrator__rhp_zero,16_16 (rich11),0.47511029542442756,2.5608377835937026,0.2934113325504986,1.2109002289776671,1.0087050320819106,0.006133320132013201,0.006351074257425742,0.006615824257425742,0.006646455445544554,0.006615824257425742,12,True,True,late_escalation,tail_rms=0.2934>0.2 and tail_g=1.211>1.2,5.0,5.0,8.0,10.0,4.0,10.0,7.0
disturbed,integrator__rhp_zero,16_16 (compact6),0.5013937159033262,2.5131412274186635,0.3330815606807791,0.9551252197215737,0.9710383808630098,0.006036646864686469,0.0063585,0.006507443069306932,0.006550326732673268,0.006507443069306932,12,False,False,,,9.0,2.0,9.0,2.0,3.0,5.0,5.0
disturbed,integrator__rhp_zero,32_32 (rich11),0.45287992740819805,2.626065913629522,0.11626041388992155,1.0020668751487083,1.0115138238729986,0.0070786914191419146,0.007040217821782178,0.0072982485148514855,0.007450495049504951,0.0072982485148514855,12,False,False,,,2.0,6.0,2.0,7.0,5.0,5.0,4.5
disturbed,integrator__rhp_zero,32_32 (compact6),0.4681296360364084,2.6644414665692047,0.27552093436541214,1.1005886228096151,1.1215373896986998,0.006892188118811881,0.006785272277227724,0.007400906435643564,0.00765139603960396,0.007400906435643564,12,False,False,,,4.0,8.0,7.0,8.0,8.0,5.0,6.666666666666667
disturbed,integrator__rhp_zero,16_16_16 (rich11),0.47517693314070186,2.5197273599818004,0.23744523461950962,0.987100449072097,0.9581373504532865,0.0072812821782178225,0.00758580198019802,0.008305380693069306,0.00865139603960396,0.008305380693069306,12,False,False,,,6.0,3.0,5.0,5.0,2.0,5.0,4.333333333333333
disturbed,integrator__rhp_zero,16_16_16 (compact6),0.47893185058954396,2.495356020851974,0.11522672205677144,1.1021550583954614,0.8936363616675008,0.00787747607260726,0.0077854752475247525,0.00876546881188119,0.008817653465346536,0.00876546881188119,12,False,False,,,7.0,1.0,1.0,9.0,1.0,5.0,4.0
disturbed,integrator__rhp_zero,32_32_32 (rich11),0.45847990993612026,2.637476649196706,0.191743224626177,0.9869765312499796,1.0121631583344246,0.00866938201320132,0.008564772277227722,0.009190926237623761,0.00961839603960396,0.009190926237623761,12,False,False,,,3.0,7.0,3.0,4.0,6.0,5.0,4.666666666666667
disturbed,integrator__rhp_zero,32_32_32 (compact6),0.5054480375426202,2.552199407349486,0.3831286945112686,0.9851681432581353,1.0502847984213806,0.008605508250825082,0.008491336633663367,0.009125945544554454,0.009778049504950495,0.009125945544554454,12,False,False,,,10.0,4.0,10.0,3.0,7.0,5.0,6.5
hidden_pole,integrator__rhp_zero,MPC,0.48438356608339445,2.7219076919988465,8.522213026499978e-07,0.1427162922650853,1.245851882765341,0.020081303630363038,0.019836430693069305,0.021452059405940593,0.021607257425742574,0.021452059405940593,12,False,False,,,1.0,9.0,1.0,1.0,9.0,5.5,4.416666666666667
hidden_pole,integrator__rhp_zero,RL (PID-features),0.5296556630962143,2.819936994022628,0.10388688823332114,0.8642463818382979,1.4181433758164934,0.002191042079207921,0.0022335000000000002,0.0022728975247524753,0.002275168316831683,0.0022728975247524753,12,False,False,,,10.0,10.0,9.0,2.0,10.0,5.5,7.75
hidden_pole,integrator__rhp_zero,16_16 (rich11),0.4947213721322864,2.546764298016468,0.05996431512312395,0.975623603300761,1.0066427114810452,0.005869188943894391,0.006086425742574258,0.006514087128712871,0.0066835742574257425,0.006514087128712871,12,False,False,,,6.0,5.0,6.0,6.0,4.0,5.5,5.416666666666667
hidden_pole,integrator__rhp_zero,16_16 (compact6),0.5070626991945464,2.4745108925879142,0.09845380875302331,1.0087167265011463,0.9465059381928197,0.005981334158415842,0.00626670792079208,0.006372136138613862,0.006387792079207921,0.006372136138613862,12,False,False,,,7.0,2.0,8.0,7.0,2.0,5.5,5.25
hidden_pole,integrator__rhp_zero,32_32 (rich11),0.49438048772701737,2.5531030604844527,0.007839764754393639,2.934887954690241,1.0405644907222933,0.007057411716171617,0.0069867970297029704,0.007397586633663366,0.007496287128712871,0.007397586633663366,12,False,False,,,5.0,6.0,3.0,10.0,5.0,5.5,5.75
hidden_pole,integrator__rhp_zero,32_32 (compact6),0.485379462772111,2.5954441978029474,0.0193763675304107,1.0223135604104956,1.0861030641487566,0.006869395214521453,0.006765678217821782,0.007367715346534653,0.007953792079207921,0.007367715346534654,12,False,False,,,2.0,7.0,4.0,8.0,8.0,5.5,5.75
hidden_pole,integrator__rhp_zero,16_16_16 (rich11),0.49405525097122516,2.50156560421901,0.0011713333323869154,0.8687844478093347,0.9767939990802038,0.007513167491749176,0.007822816831683168,0.00859814504950495,0.009120465346534653,0.00859814504950495,12,False,False,,,4.0,3.0,2.0,3.0,3.0,5.5,3.4166666666666665
hidden_pole,integrator__rhp_zero,16_16_16 (compact6),0.5215027538685053,2.4132624561352025,0.11278367124963382,1.0691692662508925,0.8854075378996453,0.007676464521452145,0.00763819801980198,0.008104911386138614,0.008471118811881189,0.008104911386138614,12,False,False,,,9.0,1.0,10.0,9.0,1.0,5.5,5.916666666666667
